id	Nombre	Apellido	Segundo apellido	Dependencia	Puesto
618c01108468352ee467aa07	José Luis 	Miranda 	González	Soyaniquilpan de Juárez	TESORERO MUNICIPAL
618bfe698468352ee467a994	Grisel	Rebollar	Gonzalez	Soyaniquilpan de Juárez	Directora,or de Área
618bfe648468352ee467a988	Alberto 	Fernandez	Robles	Soyaniquilpan de Juárez	SECRETARIO PARTICULAR
62d3dad8b598ee27666c1b0d	VICTOR MANUEL	FABILA	MAZA	Instituto Mexiquense de la Infraestructura Física Educativa	Residente De Zona V
622788d8294e7e4afffd0510	FRANCISCO JAVIER	GALLARDO	LÓPEZ	Secretaría de Educación	Jefe de Unidad
622788d8294e7e4afffd050b	ANDRÉS	SÁNCHEZ	VILLA	Secretaría de Educación	Técnico Auxiliar Administrativo
622788d8294e7e4afffd0506	JAQUELINE	SÁNCHEZ	VILCHIS	Secretaría de Educación	Técnico Auxiliar Administrativo
622788d3294e7e4afffd0500	JORGE EDUARDO	SÁNCHEZ	VALDES	Secretaría de Educación	Técnico Auxiliar Administrativo
622788d3294e7e4afffd04fb	JOHANN	SÁNCHEZ	TELLEZ	Secretaría de Educación	Técnico Auxiliar Administrativo
622788d3294e7e4afffd04f6	"NANCY"	SÁNCHEZ	LABRA	Secretaría de Educación	Técnico Auxiliar Administrativo
622788d2294e7e4afffd04f1	ISABEL PATRICIA	SANABRIA	PÉREZ	Secretaría de Educación	Técnico Auxiliar Administrativo
622788d2294e7e4afffd04ec	JACOBO GREGORIO	RUIZ	MONDRAGÓN	Secretaría de Educación	Técnico Auxiliar Administrativo
622788d2294e7e4afffd04e7	EDMUNDA MARÍA DE LA LUZ	ROJAS PÉREZ	PÉREZ	Secretaría de Educación	Técnico Auxiliar Administrativo
622788d2294e7e4afffd04e2	EDGAR NATHANAEL	OROZCO	VILLEGAS	Secretaría de Educación	Jefe de Unidad
622788d1294e7e4afffd04dd	ENRIQUE	NEQUIZ	ARRIAGA	Secretaría de Educación	Técnico Auxiliar Administrativo
622788d1294e7e4afffd04d8	GILBERTO	MONDRAGÓN	GUADARRAMA	Secretaría de Educación	Técnico Auxiliar Administrativo
622788d1294e7e4afffd04d3	CARLOS LAURO	MILLÁN	ARRATIA	Secretaría de Educación	Técnico Auxiliar Administrativo
622788d1294e7e4afffd04ce	DEYANIRA DE LA LUZ	MAYA	GONZÁLEZ	Secretaría de Educación	Técnico Auxiliar Administrativo
622788d1294e7e4afffd04c9	ROSAURA	LEIJA	URBINA	Secretaría de Educación	Técnico Auxiliar Administrativo
622788d0294e7e4afffd04c4	OSCAR RUBÉN	LARA	ROSAS	Secretaría de Educación	Técnico Auxiliar Administrativo
622788d0294e7e4afffd04bf	SANDRA GABRIELA	JIMENEZ	ROSAS	Secretaría de Educación	Técnico Auxiliar Administrativo
622788d0294e7e4afffd04ba	MIRNA	JAIMES	JAIMES	Secretaría de Educación	Técnico Auxiliar Administrativo
622788d0294e7e4afffd04b5	MA. DEL CARMEN	HERNÁNDEZ	CHÁVEZ	Secretaría de Educación	Técnico Auxiliar Administrativo
622788d0294e7e4afffd04b0	MARÍA FERNANDA	GUADARRAMA	ZARZA	Secretaría de Educación	Técnico Auxiliar Administrativo
622788cf294e7e4afffd04ab	AGUSTÍN ALEJANDRO	GUADARRAMA	SÁNCHEZ	Secretaría de Educación	Técnico Auxiliar Administrativo
622788cf294e7e4afffd04a1	GABRIELA	GÓMEZ	FLORES	Secretaría de Educación	Técnico Auxiliar Administrativo
622788cf294e7e4afffd049c	JORGE ALEJANDRO	GARCÍA	SALGADO	Secretaría de Educación	Técnico Auxiliar Administrativo
622788cf294e7e4afffd0497	CARMEN IVETTE	GARCÍA LUNA	GARDUÑO	Secretaría de Educación	Técnico Auxiliar Administrativo
622788ce294e7e4afffd0492	MERCEDES	GARCÍA	GUTIÉRREZ	Secretaría de Educación	Técnico Auxiliar Administrativo
622788ce294e7e4afffd048d	JULIETA	FLORES	OSORNO	Secretaría de Educación	Técnico Auxiliar Administrativo
622788ce294e7e4afffd0488	J. FELIX	CORTES	LÓPEZ	Secretaría de Educación	Técnico Auxiliar Administrativo
622788ce294e7e4afffd0483	ALEJANDRA	CAMACHO	MONTES DE OCA	Secretaría de Educación	Técnico Auxiliar Administrativo
622788ce294e7e4afffd047e	RICARDO ARTURO	BECERIL	ALCÁNTARA	Secretaría de Educación	Técnico Auxiliar Administrativo
622788cd294e7e4afffd0479	ALBERTO	BALDERAS	FLORES	Secretaría de Educación	Técnico Auxiliar Administrativo
622788cd294e7e4afffd0474	OLGA GEORGETTE	ARRIAGA	GARCÍA	Secretaría de Educación	Técnico Auxiliar Administrativo
622788cd294e7e4afffd046f	CARLOS HÉCTOR	ACRA	ARCHUNDIA	Secretaría de Educación	Técnico Auxiliar Administrativo
61898d5b8468352ee467a582	Jose Manuel 	Gomez	Garcia 	Tonatico	CONTRALOR
61898bf88468352ee467a531	Diana Yazaret	Martinez	Cruz	Tonatico	DIRECTOR
61898b1a8468352ee467a517	Gilberto Victor	Dominguez 	Vazquez	Tonatico	DIRECTOR
62d3dad3b598ee27666c1aa7	LENIN ADCEL	RAMÍREZ	VILLANUEVA	Comisión del Agua del Estado de México	Director Genral De Infraestructura Hidráulica
6189898c8468352ee467a4fd	Luis Noe	Arizmendi 	Sotelo	Tonatico	TESORERO MUNICIPAL
618986e98468352ee467a4ba	Jose Victor	Mendoza	Herrera	Tonatico	DIRECTOR DE AREA
618985688468352ee467a4a0	Jose Manuel 	Gomez	Garcia	Tonatico	CONTRALOR
618983a28468352ee467a485	Luis Dante	Lopez	Colin	Tonatico	PRESIDENTE MUNICIPAL CONSTITUCIONAL
618982c28468352ee467a46b	Diana Yazaret 	Martinez	Cruz	Tonatico	DIRECTOR DE AREA
6189826e8468352ee467a458	UBALDO MAURICIO	BRAVO 	MARTINEZ	Aculco	DIRECTOR
618981908468352ee467a43e	Luis Noe	Arzimendi 	Sotelo	Tonatico	TESORERO MUNICIPAL
618980748468352ee467a403	Nazareth Habacuc	Celis	Gomez	Tonatico	SECRETARIO PARTICULAR
61897f578468352ee467a3e9	Victoriano Bernando	Martinez 	Martinez 	Tonatico	DIRECTOR
6189703a8468352ee467a218	LUIS MARTIN	TORAL	TORAL	Aculco	Director de Administración
622788cd294e7e4afffd0465	ARACELI	MENDIETA	SUÁREZ	Secretaría de Educación	Técnico Auxiliar Administrativo
622788cc294e7e4afffd0460	MÓNICA	COLIN	HERNÁNDEZ	Secretaría de Educación	Técnico Auxiliar Administrativo
622788cc294e7e4afffd045b	BALDOMERO	MEJIA	HERNÁNDEZ	Secretaría de Educación	Técnico Auxiliar Administrativo
622788cc294e7e4afffd0456	ROSA ELVA	HUATO	RIVERA	Secretaría de Educación	Técnico Auxiliar Administrativo
622788cc294e7e4afffd0451	MARÍA JULIETA	BOBADILLA	SÁNCHEZ	Secretaría de Educación	Auxiliar Tecnico Administrativo
622788cc294e7e4afffd044c	DANIEL	VALDES	PRECIADO	Secretaría de Educación	Técnico Auxiliar Administrativo
622788cc294e7e4afffd0447	CONSUELO	ORTA	CORTÉS	Secretaría de Educación	Técnico Auxiliar Administrativo
618959f08468352ee467a067	ALFONSO	ANDRADE	LUGO	Aculco	SECRETARIO DEL AYUNTAMIENTO
61841f708468352ee4679c57	IRVING	CHAVEZ	CASTAÑEDA	Aculco	DIRECTOR
61841d368468352ee4679c3d	SILVINO	PERALTA 	VILLA	Aculco	Subdirectora,or 
618413d18468352ee4679bc7	JOSE OCTAVIO	FLORES	PÉREZ	Aculco	TESORERO MUNICIPAL
6182d3de8468352ee4679a39	GABRIEL	FABILA	GONZALEZ	Santo Tomás	CONTRALOR
622788cb294e7e4afffd0442	CARLOS HUMBERTO	GRANADOS	MEJIA	Secretaría de Educación	Investigador Educativo
6182ccbf8468352ee467986e	MARCO ANTONIO 	GONZALEZ	SIERRA	Chimalhuacán	DIRECTOR
6182cbcc8468352ee4679836	SUZUMI BELEM 	DIAZ 	DEGOLLADO	Chimalhuacán	JEFE DE DEPARTAMENTO
6182cb6a8468352ee4679820	JORGE ANTONIO 	CHAVELAS	BENITEZ	Chimalhuacán	CONTRALOR
6182cb348468352ee467980a	SERGIO 	DIAZ	ESPINOZA	Chimalhuacán	DIRECTOR
6182c9be8468352ee46797ca	ARMANDO 	GONZALEZ	MEJIA	Chimalhuacán	Directora,or General
6182c7a28468352ee4679787	REYNA	FERNANDEZ	PINEDA	Chimalhuacán	TESORERO MUNICIPAL
622788cb294e7e4afffd043d	MARGARITA	VIDAL	VARGAS	Secretaría de Educación	Secretaria D
622788cb294e7e4afffd0438	MARIA ELENA	GONZALEZ	PEREZ	Secretaría de Educación	Asistente Administrativo
622788cb294e7e4afffd0433	CLAUDIA ESTHER	FERNÁNDEZ	CASTILLO	Secretaría de Educación	Área Administrativa
622788ca294e7e4afffd042e	LUIS ANTONIO	JIMÉNEZ	JIMÉNEZ	Secretaría de Educación	Secretario Particular
6178476b8468352ee4678ebb	JAIME	GARFIAS	COLIN	Santo Tomás	SECRETARIO DEL AYUNTAMIENTO
617846e48468352ee4678ea5	OSWALDO	BENITEZ	FERNÁNDEZ	Santo Tomás	SINDICO
6178444a8468352ee4678e8f	ALDO OCTAVIO	PEÑA	VILCHIS	Santo Tomás	DIRECTOR
617843798468352ee4678e79	MARCO ANTONIO	GONZALEZ	GONZALEZ	Santo Tomás	TESORERO MUNICIPAL
622788ca294e7e4afffd0429	VIRGINIA	COLIN	CASTRO	Secretaría de Educación	Coordinadora De Innovación Educativa
61770c478468352ee4678c66	IVONNET	SOTO	BARTOLO	Villa de Allende	Directora,or de Área
61770a6b8468352ee4678c0f	MARTÍN	ESTRADA	GARCÍA	Villa de Allende	Director de Administración
617709758468352ee4678bf4	STEFANO	MARÍN	JIMÉNEZ	Villa de Allende	CONTRALOR
617708478468352ee4678bc4	MA. DE LOS ANGELES	DE LA O	SÁNCHEZ	Villa de Allende	SINDICO
617707f08468352ee4678bb0	TOMAS	MARÍN	AGAPITO	Villa de Allende	REGIDOR
617707608468352ee4678b9c	BERTÍN	PONCE	LOZA	Villa de Allende	TESORERO MUNICIPAL
617707038468352ee4678b6c	DIEGO	CASTILLO 	VELÁZQUEZ	Villa de Allende	SECRETARIO DEL AYUNTAMIENTO
6176fcd98468352ee4678ae1	EPIGMENIO	DELGADO	MARTÍNEZ	Villa de Allende	PRESIDENTE MUNICIPAL CONSTITUCIONAL
6176f6438468352ee4678aa3	CONSUELO	GONZÁLEZ	CASIMIRO	Jocotitlán	SECRETARIO DEL AYUNTAMIENTO
6176f4b68468352ee4678a82	JUAN CARLOS	ORTEGA	GALINDO	Jocotitlán	COORDINADOR
6176f3d88468352ee4678a61	OSCAR	SÁNCHEZ	ÁNGELES	Jocotitlán	Auxiliar Administrativa,o
631fa950055a2a7017e08af5	JOSE LUIS	CERRILLOS	JASSO	Secretaría de Finanzas	Jefe De La Unidad De Informática
631fa94f055a2a7017e08af2	ARIANA MONSERHAT	LOZADA	BEJERO	Secretaría de Finanzas	Jefa Del Departamento De Evaluación De Las Adquisiciones
62d3dacfb598ee27666c1a71	VICTOR MANUEL	VERONA	GUTIERREZ	Secretaría de Finanzas	Jefe de Departamento
62d3dacfb598ee27666c1a6c	ERICK JONATHAN	GARCIA	LOPEZ	Secretaría de Finanzas	Subdirector
6176e9578468352ee46789d9	ARMANDO	SÁNCHEZ	MENDOZA	Jocotitlán	PRESIDENTE
6176e9568468352ee46789d1	VICTOR ALFONSO	ESQUIVEL	VELAZQUEZ	Jocotitlán	COORDINADOR
6176e7f38468352ee467898f	EDITH	CAMACHO	VILCHIS	Jocotitlán	DIRECTOR DE AREA
6176e2358468352ee46788f6	URBANO	MONROY	GERÓNIMO	Jocotitlán	Auxiliar Administrativa,o
6176e2358468352ee46788ee	JOSÉ JUAN	"NAVA"	MARTÍNEZ	Jocotitlán	DIRECTOR DE AREA
6176e1e88468352ee46788c0	ENRIQUE	MEJIA	TALAVERA	Rayón	Subdirectora,or 
6176e03d8468352ee467886e	MARÍA TERESA	GARDUÑO	MANJARREZ	Jocotitlán	TESORERO MUNICIPAL
6176dd508468352ee46787f4	ERIK	SAN JUAN	SANCHEZ	Rayón	TESORERO MUNICIPAL
6176dc778468352ee46787cb	LUIS ENRIQUE	CEDILLO	TRIGOS	Rayón	JEFE DE DEPARTAMENTO
6176dc458468352ee46787aa	EDUARDO	CARREOLA	GARCÍA	Jocotitlán	CONTRALOR
6176db988468352ee467878e	ROSELIA 	SERRANO 	GARCIA	Rayón	DIRECTOR A
6176d9f48468352ee4678751	GONZALO	ROMERO	PALMA	Rayón	Supervisora,or de Obra Terminada
6176d9208468352ee4678735	ARMANDO	ORTEGA	HERNANDEZ	Rayón	Residente Local de Obras
6176d8698468352ee46786f9	ALBERTO	HERNANDEZ	GONZALEZ	Rayón	Residente Local de Obras
6176d7958468352ee46786dd	MISAEL	ARENAS	MARTINEZ	Rayón	Residente Local de Obras
6176d77a8468352ee46786c0	IVÁN	GÓMEZ	GÓMEZ	Jocotitlán	SECRETARIO DEL AYUNTAMIENTO
6176d6828468352ee4678697	IVÁN DE JESÚS 	ESQUER	CRUZ	Jocotitlán	PRESIDENTE
6176d6498468352ee467867d	SELENE	MENDOZA	MORALES	Rayón	DIRECTOR
6176d4f78468352ee4678620	CARLOS ALBERTO	PEDRAZA	VALLEJO 	Rayón	Residente Local de Obras
617309698468352ee4678537	Fernando	Labra 	Vergara	Ixtapan De La Sal	SUBDIRECTOR
617307d78468352ee467850b	Rebeca	Martinez	Arellano	Ixtapan De La Sal	DIRECTOR
617306d28468352ee46784ef	Juan Lorenzo	Morales	Álvarez 	Ixtapan De La Sal	JEFE DE DEPARTAMENTO
6173053e8468352ee46784d5	Jorge Aurelio	Popoca	Sánchez	Ixtapan De La Sal	Auxiliar Administrativa,o
6173044d8468352ee46784a3	Roberto 	Ronderos 	Rojas	Ixtapan De La Sal	Auxiliar Administrativa,o
617303578468352ee4678487	Gabriela 	García 	Arizmendi	Ixtapan De La Sal	Auxiliar Administrativa,o
6173022f8468352ee4678456	Gloria Alejandrina	Arizmendi	Sotelo	Ixtapan De La Sal	Secretaria,o 
6171be298468352ee4678303	ARTURO IVAN	VARGAS	CAMPOS	Coacalco de Berriozabal	DIRECTOR DE AREA
6171bda68468352ee46782eb	AGUSTÌN	SÀNCHEZ	SOBERANES	Coacalco de Berriozabal	DIRECTOR DE AREA
6171bd238468352ee46782d1	ALEJANDRO	MARTÍNEZ	TINOCO	Coacalco de Berriozabal	DIRECTOR DE AREA
6171bc9a8468352ee46782b7	ALEJANDRO	RASGADO	DELGADO	Coacalco de Berriozabal	DIRECTOR DE AREA
6171bc048468352ee467829d	GUADALUPE VICTORIA	OCAMPO	OCAMPO	Coacalco de Berriozabal	DIRECTOR DE AREA
6171bb878468352ee4678283	FRANCISCO	CORONA	SÁNCHEZ	Coacalco de Berriozabal	DIRECTOR DE AREA
6171b9778468352ee4678223	EDUARDO	ORTÌZ	GARCÍA	Coacalco de Berriozabal	DIRECTOR DE AREA
6171b8bd8468352ee467820b	CELESTINO RAMÒN	PANTOJA	MUCIÑO	Coacalco de Berriozabal	DIRECTOR DE AREA
6171b8348468352ee46781f1	FRANCISCO	FABIAN	JIMENEZ	Coacalco de Berriozabal	Comisaria,o
6171b6ba8468352ee46781d7	ANGEL	MARQUEZ	CUESTA	Coacalco de Berriozabal	Subdirectora,or 
6171b6018468352ee46781bd	SAMUEL RAYMUNDO	PÈREZ 	ARELLANO	Coacalco de Berriozabal	DIRECTOR DE AREA
6171b5668468352ee46781a3	EDGAR ALAN	FLORES	CUEVAS	Coacalco de Berriozabal	DIRECTOR DE AREA
6171b4bf8468352ee4678189	MARCO AURELIO	ALVAREZ	FLORES	Coacalco de Berriozabal	DIRECTOR DE AREA
6171b4248468352ee467816f	ANA BERTHA	MENDOZA	OLVERA	Coacalco de Berriozabal	CONTRALOR
6171b3568468352ee4678155	JOSÈ	CASTILLO	GARCÌA	Coacalco de Berriozabal	TESORERO MUNICIPAL
6171b2938468352ee467813b	ANSELMO HILARIO	ZARAGOZA 	ESQUINCA	Coacalco de Berriozabal	SECRETARIO DEL AYUNTAMIENTO
6171b1c58468352ee4678121	LUIS EDRAY	VÀZQUEZ	LÓPEZ	Coacalco de Berriozabal	SECRETARIO PARTICULAR
6171ad5d8468352ee46780a0	ARTURO IVAN	VARGAS	CAMPOS	Coacalco de Berriozabal	DIRECTOR DE AREA
6171acaa8468352ee4678081	AGUSTÍN	SÁNCHEZ	SOBERANES	Coacalco de Berriozabal	DIRECTOR DE AREA
6171ac008468352ee4678067	ALEJANDRO	MARTÍNEZ	TINOCO	Coacalco de Berriozabal	DIRECTOR DE AREA
6171ab528468352ee467804f	ALEJANDRO	RASGADO	DELGADO	Coacalco de Berriozabal	DIRECTOR DE AREA
6171aabb8468352ee4678035	GUADALUPE VICTORIA	OCAMPO	OCAMPO	Coacalco de Berriozabal	DIRECTOR DE AREA
6171aa418468352ee467801b	FRANCISCO	CORONA	SÁNCHEZ	Coacalco de Berriozabal	DIRECTOR DE AREA
6171a9598468352ee4677ffa	DARWIN RENAN	ESLAVA	GAMIÑO	Coacalco de Berriozabal	PRESIDENTE MUNICIPAL CONSTITUCIONAL
6171a9588468352ee4677fee	EDUARDO	ORTÍZ	GARCÍA	Coacalco de Berriozabal	DIRECTOR DE AREA
6171a8368468352ee4677fd4	CELESTINO RAMÓN	PANTOJA 	MUCIÑO	Coacalco de Berriozabal	DIRECTOR DE AREA
6171a7678468352ee4677fb1	MIGUEL ÀNGEL	DOMÌNGUEZ	 MOLINA	Coacalco de Berriozabal	Coordinadora,or Administrativa,o
6171a6648468352ee4677f97	FRANCISCO	FABIAN	JIMENEZ	Coacalco de Berriozabal	Comisaria,o
6171a5c28468352ee4677f7d	ÁNGEL 	MARQUEZ	CUESTA	Coacalco de Berriozabal	Subdirectora,or 
6171a4e98468352ee4677f63	SAMUEL RAYMUNDO	PÉREZ	ARELLANO	Coacalco de Berriozabal	DIRECTOR DE AREA
6171a4168468352ee4677f42	MARCO AURELIO	ALVAREZ 	FLORES	Coacalco de Berriozabal	DIRECTOR DE AREA
6171a36d8468352ee4677f21	ANA BERTHA	MENDOZA	OLVERA	Coacalco de Berriozabal	CONTRALOR
6171a2748468352ee4677ee4	JOSÈ	CASTILLO	GARCÍA	Coacalco de Berriozabal	TESORERO MUNICIPAL
6171a0d88468352ee4677eb2	ANSELMO HILARIO	ZARAGOZA	ESQUINCA	Coacalco de Berriozabal	SECRETARIO DEL AYUNTAMIENTO
61719f408468352ee4677e98	LUIS EDRAY	VÀZQUEZ	LOPEZ	Coacalco de Berriozabal	SECRETARIO PARTICULAR
61717e4a8468352ee4677dd9	DARWIN RENAN	ESLAVA	GAMIÑO	Coacalco de Berriozabal	PRESIDENTE MUNICIPAL CONSTITUCIONAL
622788ca294e7e4afffd041f	LILIA PATRICIA	FIERRO	JARAMILLO	Secretaría de Educación	Directora General
622788ca294e7e4afffd041a	GUILLERMO EULALIO	LÓPEZ	CONTRERAS	Secretaría de Educación	Enlace Administrativo
622788ca294e7e4afffd0415	GILBERTO	HERNÁNDEZ	ALBARRÁN	Secretaría de Educación	Suplente De La Secretaría Particular
622788c9294e7e4afffd0410	MAURICIO	VARGAS	HERNÁNDEZ	Secretaría de Educación	Auxiliar Administrativo
622788c9294e7e4afffd040b	ESLI IVAN	CUADROS	QUEZADA	Secretaría de Educación	Auxiliar Adminsitrativo
631fa94e055a2a7017e08adf	ALEJANDRA	ALDRETE	CARBAJAL	Secretaría de Educación	Delegada Administrativa
622788c9294e7e4afffd0401	ISRAEL	CALDERÓN	ZAVALA	Secretaría de Educación	Profesor Titulado (Encargado Del Área De Combustibles, Servicios Y Lubricantes)
622788c8294e7e4afffd03fc	HÉCTOR IVÁN	MIRAFUENTES	CAMACHO	Secretaría de Educación	Auxiliar Administrativo (Responsable Del Área De Eventos)
622788c8294e7e4afffd03f7	ADRIANA	SANTÍN	JASSO	Secretaría de Educación	Profesor Titulado
622788c8294e7e4afffd03f2	ELVIA FABIOLA	PEÑALOZA	SALAZAR	Secretaría de Educación	Profesor Horas Clase
622788c7294e7e4afffd03ed	IRMA CONCEPCIÓN	MOLINA	GARCÍA	Secretaría de Educación	Profesor Titulado
616eebc7819bc647649ce71a	ARTURO IVAN	VARGAS	CAMPOS	Coacalco de Berriozabal	DIRECTOR
616ee591819bc647649ce460	LUIS EDRAY	VAZQUEZ	LÓPEZ	Coacalco de Berriozabal	DIRECTOR
616ee4e5819bc647649ce441	DULCE FABIOLA	TESILLO	GUZMÁN	Coacalco de Berriozabal	DIRECTOR
616ee42b819bc647649ce422	ALEJANDRO	MARTÍNEZ	TINOCO	Coacalco de Berriozabal	DIRECTOR
616ee37e819bc647649ce403	ALEJANDRO	RASGADO	DELGADO	Coacalco de Berriozabal	DIRECTOR
616ee289819bc647649ce3e9	GUADALUPE VICTORIA	OCAMPO	OCAMPO	Coacalco de Berriozabal	DIRECTOR
616edc7a819bc647649ce388	FRANCISO 	CORONA	SÁNCHEZ	Coacalco de Berriozabal	DIRECTOR
616edb2c819bc647649ce347	EDUARDO	ORTÍZ 	GARCÍA	Coacalco de Berriozabal	DIRECTOR
6169f83e819bc647649cdd3b	Manuel Fernando	Montes de Oca	Millán	Ixtapan De La Sal	TESORERO MUNICIPAL
6169f765819bc647649cdd12	José Ramón 	Rosas	Ocampo	Ixtapan De La Sal	JEFE DE DEPARTAMENTO
6169f619819bc647649cdcf6	Óscar Omar 	Mendez	Díaz	Ixtapan De La Sal	JEFE DE DEPARTAMENTO
6169f560819bc647649cdcdc	Ángel Francisco	Mendoza	Arizmendi	Ixtapan De La Sal	JEFE DE DEPARTAMENTO
6169f488819bc647649cdcc0	Víctor Juan 	Lagunas	Delgado	Ixtapan De La Sal	DIRECTOR
6169ec57819bc647649cdc45	Tonacutli Saúl 	Rodriguez 	Fuentes 	Ixtapan De La Sal	JEFE DE DEPARTAMENTO
6169e9f9819bc647649cdc29	José  Luis	Gómez 	Velazquez 	Ixtapan De La Sal	Auxiliar Administrativa,o
62d3dacdb598ee27666c1a3c	JULIO CESAR	SANTILLAN	MIJARES	Secretaría de Educación	Encargado Administrativo De La Coordinación De Innovación Educativa
6169e76c819bc647649cdc0d	Erick Joel 	Dominguez 	Ronces	Ixtapan De La Sal	JEFE DE DEPARTAMENTO
622788c7294e7e4afffd03e8	MIGUEL ANGEL	TORRES	MARTÍNEZ	Secretaría de Educación	Director General
6169e681819bc647649cdbf1	Juan Pedro 	Sotelo	Andrade	Ixtapan De La Sal	Subdirectora,or 
6169e574819bc647649cdbd5	Rafael	Huerta 	Cano	Ixtapan De La Sal	DIRECTOR GENERAL
622788c7294e7e4afffd03e3	FELIX	GARATACHIA	"NAVARRETE"	Secretaría de Educación	Auxiliar Administrativo
622788c7294e7e4afffd03d9	MONTSERRAT	MONDRAGÓN	GARCÍA	Secretaría de Educación	Asesora
622788c7294e7e4afffd03d4	ABRAHAM	MARTÍNEZ	ZAMUDIO	Secretaría de Educación	Director
622788c6294e7e4afffd03cf	LORENA	ZAMORA	RUFINO	Secretaría de Educación	Auxiliar Administrativo
622788c6294e7e4afffd03ca	REYNA	UGALDE	ORTIZ	Secretaría de Educación	Auxiliar Administrativo
622788c6294e7e4afffd03c5	CLAUDIA PATRICIA	INIESTRA	MONTAÑO	Secretaría de Educación	Auxiliar Administrativo
622788c6294e7e4afffd03c0	LUCINDO FRED	ARCINIEGA	SANCHEZ	Secretaría de Educación	Auxiliar Administrativo
622788c6294e7e4afffd03bb	JESUS	ALPIZAR	MONTIEL	Secretaría de Educación	Auxiliar Administrativo
622788c5294e7e4afffd03b6	ITZÉ AREIDA	SÁNCHEZ	DURÁN	Secretaría de Educación	Secretaria Particular De La Coordinadora
622788c5294e7e4afffd03b1	SALVADOR ALEXIS	GOMEZ	VELAZQUEZ	Secretaría de Educación	Analista C
622788c5294e7e4afffd03ac	NINA	FLORES	GARCÍA	Secretaría de Educación	Enlace Administrativo
622788c5294e7e4afffd03a7	FRANCISCO JAVIER	RODRÍGUEZ	CRUZ	Secretaría de Educación	Delegado Administrativo
622788c5294e7e4afffd03a2	MIGUEL ÁNGEL	LARA	GARCÍA	Secretaría de Educación	Director De Fomento A La Reinserción Escolar
616722e0819bc647649ccb22	MIGUEL ÁNGEL 	DOMINGUEZ	MOLINA	Coacalco de Berriozabal	Coordinadora,or Administrativa,o 'E' 
61672228819bc647649ccb08	FRANCISCO	FABIAN	JIMENEZ	Coacalco de Berriozabal	Comisaria,o
61672160819bc647649ccaee	CELESTINO RAMÓN	PANTOJA 	MUCIÑO	Coacalco de Berriozabal	Subdirectora,or 
6167215d819bc647649ccae2	ANGEL	MARQUEZ	CUESTA	Coacalco de Berriozabal	Subdirectora,or 
61671f85819bc647649ccac0	SAMUEL RAYMUNDO 	PÉREZ	ARELLANO	Coacalco de Berriozabal	Director de Administración
61671eca819bc647649cca92	MARCO AURELIO	ÁLVAREZ 	FLORES	Coacalco de Berriozabal	DIRECTOR
61671e00819bc647649cca78	ANA BERTHA	MENDOZA	OLVERA	Coacalco de Berriozabal	CONTRALOR
61671cf0819bc647649cca5e	JOSÉ	CASTILLO	GARCIA	Coacalco de Berriozabal	TESORERO MUNICIPAL
61671ac7819bc647649cca28	ANSELMO HILARIO	ZARAGOZA	ESQUINCA	Coacalco de Berriozabal	SECRETARIO DEL AYUNTAMIENTO
6167198b819bc647649cca07	MARTÍN ISRAEL	MONTIEL	GUEVARA	Coacalco de Berriozabal	SECRETARIO PARTICULAR
61671497819bc647649cc9c1	DARWIN RENAN	ESLAVA	GAMIÑO	Coacalco de Berriozabal	ADMINISTRADOR DEL AYUNTAMIENTO
61650133819bc647649cc6a4	HECTOR RAUL	LARA	BARRERA	Atizapán	DIRECTOR DE AREA
6164fe70819bc647649cc688	JUAN CARLOS	CHACON	VEGA	Atizapán	TESORERO MUNICIPAL
6164fdc4819bc647649cc66c	MARCO	DELGADILLO	MENDIZABAL	Atizapán	ADMINISTRADOR DEL AYUNTAMIENTO
622788c5294e7e4afffd039d	MA. SOCORRO	LULE	REYNA	Instituto de Salud del Estado de México	Apoyo Administrativo En Salud A3
62d3dacab598ee27666c1a0a	MARIANA ELIZABETH	GÓMEZ	CARMONA	Instituto Mexiquense de la Infraestructura Física Educativa	"Analista ""C"""
62d3dacab598ee27666c1a07	JORGE ARMANDO	ARZATE	MONTES	Instituto Mexiquense de la Infraestructura Física Educativa	"Jefe ""B"" De Proyecto"
61646bd1819bc647649cc5e7	Miguel 	Rebollo	Ruiz	Chapultepec	Contadora,or General de Gobierno
61646897819bc647649cc5d1	Cristian Joset	Rogel 	Montejano	Chapultepec	Auxiliar Administrativa,o
616466f1819bc647649cc5b6	Laura Amalia 	González	Martínez	Chapultepec	PRESIDENTE MUNICIPAL CONSTITUCIONAL
6164666e819bc647649cc59b	Candido 	Maya	Gutiérrez 	Chapultepec	Contralora/or General
616464cb819bc647649cc580	Alfonso	Trujillo	Mendoza	Chapultepec	JEFE DE DEPARTAMENTO
62d3dacab598ee27666c1a02	ELIBETH	OLGUÍN	MIRANDA	Instituto Mexiquense de la Infraestructura Física Educativa	Jefa Del Departamento De Adquisiciones
62d3dac9b598ee27666c19ff	VIDAL	CID	DUARTE	Instituto Mexiquense de la Infraestructura Física Educativa	Jefe Del Departamento De Análisis De Costos Y Precios Unitarios
615cacae819bc647649ca378	MIGUEL ANGEL	JORGE	FLORES	Atlautla	DIRECTOR
615cabd3819bc647649ca348	ANA GABRIEL	VAZQUEZ	TUFIÑO	Atlautla	ADMINISTRADOR DEL AYUNTAMIENTO
615cab7c819bc647649ca332	CARLOS	FRAGOSO	HERNANDEZ	Atlautla	DIRECTOR
